name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
Schenley Oval Sportsplex,3898 Blvd Of The Allies,Pittsburgh,PA,15217,40.4335627317,-79.9422519654,4.5,6,1,"Tennis, Soccer, Active Life, Recreation Centers, Playgrounds"
The Barre Code Pittsburgh - Shadyside,804 S Aiken Ave,Pittsburgh,PA,15232,40.4506569,-79.9361984,4.5,18,1,"Dance Studios, Fitness & Instruction, Barre Classes, Active Life, Gyms"
Hokkaido Seafood Buffet,4612 Browns Hill Rd,Pittsburgh,PA,15217,40.4154710864,-79.924143279,3.0,220,1,"Seafood, Buffets, Sushi Bars, Japanese, Restaurants"
Thai Place Restaurant,5528 Walnut St,Pittsburgh,PA,15232,40.4513611,-79.9325239,3.0,103,0,"Thai, Restaurants"
The Continental Smoke Shop,2210 Murray Ave,Pittsburgh,PA,15217,40.4319879,-79.9233424,4.5,4,1,"Shopping, Tobacco Shops"
Schenley Park Cafe,101 Panther Hollow Rd,Pittsburgh,PA,15213,40.4383304,-79.9464765,3.0,9,1,"Coffee & Tea, Sandwiches, Restaurants, Food"
Zaw's Asian Foods,2110 Murray Ave,Pittsburgh,PA,15217,40.4333064,-79.9231271,4.0,52,0,"Restaurants, Chinese, Burmese"
Squirrel Hill Post Office Station-See United States Governm,1800 Murray Ave,Pittsburgh,PA,15217,40.4367098,-79.9230428,2.0,22,1,"Post Offices, Public Services & Government"
Mario's East Side Saloon,5442 Walnut St,Pittsburgh,PA,15232,40.4509603,-79.9338219,3.5,86,1,"Nightlife, Bars, Sports Bars"
Iron City Bicycles,3822 Butler St,Pittsburgh,PA,15213,40.4671488,-79.9638809,4.5,15,1,"Shopping, Bikes, Sporting Goods"
KAS Studios,"3700 Bigelow Blvd, Ste 1",Pittsburgh,PA,15213,40.457973,-79.956465,5.0,3,0,"Printing Services, Professional Services, Local Services, Graphic Design, Signmaking"
Anna Skin Care,5541 Walnut St,Pittsburgh,PA,15232,40.4518106,-79.9323587,5.0,35,1,"Beauty & Spas, Day Spas, Skin Care"
Puccini Hair Design,237 Atwood St,Pittsburgh,PA,15213,40.4402973,-79.9564375,4.0,63,1,"Beauty & Spas, Tanning, Shopping, Hair Salons, Cosmetics & Beauty Supply"
Massage With Abby,"5815 Ellsworth Ave, second floor",Pittsburgh,PA,15232,40.456561,-79.9305001,4.5,7,1,"Massage Therapy, Massage, Health & Medical, Reflexology, Beauty & Spas"
Sassy Ash Cigars,5835 Forward Ave,Pittsburgh,PA,15217,40.4295917,-79.9223528,5.0,5,1,"Tobacco Shops, Shopping"
Cozumel Mexican Restaurante,2109 Murray Ave,Pittsburgh,PA,15217,40.4334602,-79.922885,3.0,5,0,"Restaurants, Mexican"
Allegro Hearth Bakery,2034 Murray Ave,Pittsburgh,PA,15217,40.4338421543,-79.9230824102,4.5,73,1,"Bakeries, Food, Restaurants"
Bayleaf Indian Cusine,416 Semple St,Pittsburgh,PA,15213,40.4366975,-79.9545605,4.0,6,0,"Restaurants, Indian"
Food Shoppe,5878 Northumberland St,Pittsburgh,PA,15217,40.4415476,-79.9206368,4.5,16,1,"Food, Restaurants, Delis, Sandwiches, Grocery"
Pad Thai Express,4422 Bigelow Blvd,Pittsburgh,PA,15213,40.4444668,-79.9548644,3.5,3,1,"Thai, Restaurants, Food, Food Trucks"
Phantom of the Attic - Oakland,"411 S Craig St, Second Floor",Pittsburgh,PA,15213,40.4448788,-79.9484106,5.0,20,1,"Comic Books, Books, Mags, Music & Video, Shopping, Hobby Shops, Tabletop Games"
Massage Envy - Squirrel Hill,5836 Forbes Ave,Pittsburgh,PA,15217,40.437826,-79.921443,4.0,43,1,"Beauty & Spas, Massage, Skin Care, Massage Therapy, Professional Services, Health & Medical"
Residence Inn,3341 Forbes Ave,Pittsburgh,PA,15213,40.4386475724,-79.9610204683,4.0,10,1,"Event Planning & Services, Hotels & Travel, Hotels"
Lin's Hair Studio,2214 Murray Ave,Pittsburgh,PA,15217,40.4318712562,-79.9232240394,4.0,6,1,"Beauty & Spas, Hair Salons"
Ianni's Tailoring and Cleaning Shop,5817 Forward Ave,Pittsburgh,PA,15217,40.4297114,-79.922811,3.0,7,1,"Laundry Services, Sewing & Alterations, Dry Cleaning & Laundry, Local Services"
The Garage at Charles Spiegel,5841 Forbes Ave,Pittsburgh,PA,15217,40.4381743,-79.9212852,4.0,4,0,"Men's Clothing, Shopping, Fashion, Accessories, Shoe Stores"
UPMC Shadyside,5230 Centre Ave,Pittsburgh,PA,15232,40.4547131978,-79.9401016207,3.0,14,1,"Health & Medical, Hospitals"
Pizza Cono,5819 Forbes Ave,Pittsburgh,PA,15217,40.4381171,-79.9222802,3.5,44,0,"Pizza, Restaurants"
Shadyside House Cleaning,,Pittsburgh,PA,15232,40.46018,-79.93354,4.0,20,1,"Professional Services, Office Cleaning, Home Cleaning, Home Services, Real Estate"
Andy's Tailoring,1833 Murray Ave,Pittsburgh,PA,15217,40.4362664,-79.9228713,3.5,12,1,"Sewing & Alterations, Local Services"
Bahama Breeze Tanning Salon,4028 Beechwood Blvd,Pittsburgh,PA,15217,40.4271713,-79.9377642,4.0,13,1,"Spray Tanning, Beauty & Spas, Tanning Beds, Tanning, Permanent Makeup"
Oakland Nails,"406 S Craig St, Ste 3",Pittsburgh,PA,15213,40.4450271,-79.9490404,4.5,27,1,"Nail Salons, Beauty & Spas"
USA Professional Karate Studio,2345 Murray Ave,Pittsburgh,PA,15217,40.4306799,-79.9230829,5.0,4,1,"Karate, Boxing, Self-defense Classes, Active Life, Kickboxing, Martial Arts, Fitness & Instruction"
Happy Berry Frozen Yogurt,5529 Walnut St,Pittsburgh,PA,15232,40.451702,-79.9327585,3.0,29,1,"Food, Desserts, Ice Cream & Frozen Yogurt"
Coldwell Banker Real Estate Services,5887 Forbes Ave,Pittsburgh,PA,15217,40.4382747,-79.9198168,4.0,8,1,"Home Services, Real Estate Services, Real Estate"
Safi's,2105 Murray Ave,Pittsburgh,PA,15217,40.4335151,-79.9228455,3.0,3,1,"Beauty & Spas, Hair Salons"
Coldwell Banker Real Estate,5857 Ellsworth Ave,Pittsburgh,PA,15232,40.4574246,-79.9288868,2.0,3,0,"Real Estate Services, Real Estate, Home Services, Property Management"
Bisou,2108 Murray Ave,Pittsburgh,PA,15217,40.4333693,-79.9230685,3.0,5,0,"Middle Eastern, Vegetarian, Restaurants, Lebanese"
Footer's Dry Cleaners & Tailors,5734 Ellsworth Ave,Pittsburgh,PA,15232,40.4554849,-79.931153,3.0,10,1,"Laundry Services, Dry Cleaning, Dry Cleaning & Laundry, Sewing & Alterations, Local Services"
UPMC Shadyside Family Health Center,5215 Centre Ave,Pittsburgh,PA,15232,40.455529,-79.941139,3.0,6,1,"Hospitals, Health & Medical, Medical Centers"
Spinach Urban Bistro,735 Copeland St,Pittsburgh,PA,15232,40.451138,-79.934616,4.0,35,0,"Cafes, Restaurants, Vegan, Organic Stores, American (New), Vegetarian, Gluten-Free, Food"
Kerpec Management,3401 Forbes Ave,Pittsburgh,PA,15213,40.438781,-79.9613679,1.0,5,1,"Real Estate, Apartments, Home Services, Real Estate Services, Property Management"
Beth Shalom Early Learning Center,5915 Beacon St,Pittsburgh,PA,15217,40.435539,-79.919636,5.0,3,1,"Preschools, Education"
Hilton Garden Inn Pittsburgh University Place,3454 Forbes Ave,Pittsburgh,PA,15213,40.4394295,-79.9594009,3.0,66,1,"Event Planning & Services, Hotels & Travel, Hotels"
Citizens Bank,128 N Craig St,Pittsburgh,PA,15213,40.4480498,-79.9486799,1.5,3,1,"Banks & Credit Unions, Financial Services"
Dean of Shadyside Salon,5404 Centre Ave,Pittsburgh,PA,15232,40.4558761,-79.9381788,4.0,81,1,"Beauty & Spas, Hair Salons, Nail Salons"
Daphne Cafe,5811 Ellsworth Ave,Pittsburgh,PA,15232,40.4563938195,-79.9305386851,4.0,153,1,"Restaurants, Turkish, Middle Eastern, Mediterranean"
Millennial Cupcake and Parfait Bar,192 N Craig St,Pittsburgh,PA,15213,40.4496259,-79.9503549,4.5,9,0,"Juice Bars & Smoothies, Cupcakes, Bakeries, Food, Desserts"
Oishii Bento,119 Oakland Ave,Pittsburgh,PA,15213,40.4418899,-79.9571545,4.0,272,1,"Restaurants, Sushi Bars, Japanese, Korean"
"Jan C Seski, MD",3358 5th Ave,Pittsburgh,PA,15213,40.4388175,-79.9621514,1.0,3,1,"Health & Medical, Doctors, Family Practice, Obstetricians & Gynecologists"
Frick Park,1981 Beechwood Blvd,Pittsburgh,PA,15217,40.4333767296,-79.9049209881,4.5,74,1,"Playgrounds, Parks, Dog Parks, Hiking, Active Life"
Enrico's Ristorante,5863 Ellsworth Ave,Pittsburgh,PA,15232,40.4574778,-79.9289528,4.0,3,0,"Restaurants, Italian"
Jimmy Cohen Plumbing Heating & Mechanical,3971 Boulevard Dr,Pittsburgh,PA,15217,40.4271666,-79.9355388,5.0,9,1,"Plumbing, Home Services"
My Little Outback,1936 Murray Ave,Pittsburgh,PA,15217,40.4349741,-79.9228456,2.5,3,0,"Toy Stores, Restaurants, Active Life, Amusement Parks, Playgrounds, Shopping, Arts & Entertainment"
India on Wheels,4422 Bigelow Blvd,Pittsburgh,PA,15213,40.4444668,-79.9548644,4.0,46,1,"Indian, Restaurants, Food Trucks, Food Stands, Caterers, Event Planning & Services, Food"
Turkish Kebab House,5819 Forbes Ave,Pittsburgh,PA,15217,40.438175,-79.922191,4.5,132,1,"Restaurants, Turkish, Halal, Mediterranean"
Kidz and Company,5871 Forbes Ave,Pittsburgh,PA,15217,40.4380664842,-79.9225485574,5.0,7,1,"Baby Gear & Furniture, Children's Clothing, Fashion, Shopping, Toy Stores"
Verizon Wireless Premium Retailer,4815 Centre Ave,Pittsburgh,PA,15213,40.453725,-79.946995,2.0,6,1,"Mobile Phones, Shopping"
Panther House Bar & Grill,418 Semple St,Pittsburgh,PA,15213,40.4365121,-79.9545716,4.5,4,1,"American (Traditional), Barbeque, Restaurants, Bars, Nightlife"
Subway,418 S Craig St,Pittsburgh,PA,15213,40.4446989,-79.9488346,2.5,21,1,"Fast Food, Restaurants, Sandwiches"
Jacques Dessange Spa & Salon,802 S Aiken Ave,Pittsburgh,PA,15232,40.4509547,-79.9357059,3.0,3,0,"Day Spas, Beauty & Spas"
Shadyside Saloon,5741 Ellsworth Ave,Pittsburgh,PA,15232,40.455763,-79.931512,2.5,6,0,"Nightlife, Bars"
Uncle Sam's Submarines,5808 Forbes Ave,Pittsburgh,PA,15217,40.4378475933,-79.9228814523,4.0,105,1,"American (Traditional), Sandwiches, Restaurants"
Sree's Indian Truck,Margaret Morrison St,Pittsburgh,PA,15213,40.4417051054,-79.9416196346,3.0,4,0,"Restaurants, Indian, Food Stands, Food"
Stack'd Burgers & Beer - Oakland,3716 Forbes Ave,Pittsburgh,PA,15213,40.4413253,-79.9568899,3.5,107,1,"Nightlife, Restaurants, American (Traditional), Food, Beer, Wine & Spirits, Bars, Burgers"
Pacific Ring,1900 Murray Ave,Pittsburgh,PA,15217,40.4358767,-79.92287,3.0,14,0,"Sushi Bars, Dim Sum, Restaurants, Chinese"
Hair by G & E,288 Morewood Ave,Pittsburgh,PA,15213,40.4543563,-79.9446292,4.5,37,1,"Beauty & Spas, Hair Salons"
Wendy's,4524 Browns Hill Rd,Pittsburgh,PA,15217,40.416731,-79.925176,1.5,18,1,"Restaurants, Fast Food, Burgers"
Total Handy Services,5542 Pocusset St,Pittsburgh,PA,15217,40.4297042,-79.9291407,2.5,15,1,"Home Services, Handyman"
Gene's Place,3616 Louisa St,Pittsburgh,PA,15213,40.4394328,-79.9560956,4.0,26,1,"Dive Bars, Nightlife, Bars"
Rite Aid,1700 Murray Ave,Pittsburgh,PA,15217,40.4378235,-79.9232406,3.0,20,1,"Shopping, Convenience Stores, Food, Drugstores"
Ribs N Bread,4707 Centre Ave,Pittsburgh,PA,15213,40.4528416,-79.9493702,3.5,3,1,"Restaurants, Barbeque, Southern"
Italian Village Pizza,5886 Forbes Ave,Pittsburgh,PA,15217,40.4379074,-79.9195552,3.5,32,0,"Restaurants, Pizza"
Wyndham Pittsburgh University Center,100 Lytton Avenue,Pittsburgh,PA,15213,40.4459408154,-79.9548240259,2.5,66,1,"Hotels, Hotels & Travel, Event Planning & Services"
Veraldi Hair Beauty Wellness,4606 Winthrop St,Pittsburgh,PA,15213,40.445741,-79.9483648,4.5,42,1,"Beauty & Spas, Hair Salons"
Schoolhouse Yoga,2215-2217 Murray Ave,Pittsburgh,PA,15217,40.4322243,-79.9230504,4.5,12,1,"Yoga, Active Life, Fitness & Instruction"
Eureka Chocolates and Gifts,735 Copeland St,Pittsburgh,PA,15232,40.4511817,-79.9344636,5.0,6,1,"Coffee & Tea, Shopping, Arts & Crafts, Chocolatiers & Shops, Desserts, Flowers & Gifts, Candy Stores, Specialty Food, Cards & Stationery, Event Planning & Services, Food"
Tango Cafe,5806 Forward Ave,Pittsburgh,PA,15217,40.4296328,-79.9231618,4.5,9,0,"Restaurants, Food, Desserts, Latin American, Coffee & Tea, Sandwiches"
The Cake & Cookie Spot,2108 Murray Ave,Pittsburgh,PA,15217,40.4333704,-79.923237,5.0,20,0,"Food, Desserts, Bakeries"
Shadyside Variety Store,5421 Walnut St,Pittsburgh,PA,15232,40.4510796,-79.9345209,4.0,13,1,"Shopping, Toy Stores"
Tong's Cuisine,228 Semple St,Pittsburgh,PA,15213,40.4394597,-79.9581963,3.5,45,1,"Chinese, Restaurants"
Giant Eagle,1901 Murray Ave,Pittsburgh,PA,15217,40.4355091425,-79.9226289759,2.0,46,1,"Shopping, Food, Drugstores, Grocery"
A 1 Garage Door Repair Service,,Pittsburgh,PA,15217,40.4327086,-79.9248669,5.0,7,1,"Garage Door Services, Home Services, Keys & Locksmiths"
Tan 360,822 S Aiken Ave,Pittsburgh,PA,15232,40.4503189,-79.9359108,2.5,8,1,"Beauty & Spas, Tanning"
Pearl Nail Salon,5829-5831 Forward Ave,Pittsburgh,PA,15217,40.4296264,-79.9224779,4.5,69,1,"Beauty & Spas, Nail Salons"
Complete Family Vision Care,"201 N Craig St, Ste 105",Pittsburgh,PA,15213,40.4499132,-79.9511841,4.0,9,1,"Health & Medical, Optometrists"
Magee Womens Hospital of UPMC,300 Halket St,Pittsburgh,PA,15213,40.4375401,-79.9603989,4.0,17,1,"Obstetricians & Gynecologists, Hospitals, Doctors, Health & Medical"
Journeys of Life,810 Bellefonte St,Pittsburgh,PA,15232,40.4508023,-79.93376,4.5,12,1,"Bookstores, Books, Mags, Music & Video, Flowers & Gifts, Gift Shops, Shopping"
Heart of the Earth,738 Copeland St,Pittsburgh,PA,15232,40.4510637,-79.9348095,3.0,7,0,"Flowers & Gifts, Gift Shops, Shopping, Accessories, Jewelry, Arts & Crafts, Fashion"
Rodef Shalom Congregation,4905 5th Ave,Pittsburgh,PA,15213,40.4479845,-79.9434692,4.5,4,1,"Religious Organizations, Public Services & Government, Venues & Event Spaces, Event Planning & Services, Landmarks & Historical Buildings, Synagogues"
X Shadyside,5608 Walnut St,Pittsburgh,PA,15232,40.451566,-79.931741,4.0,59,1,"Gyms, Active Life, Trainers, Fitness & Instruction, Tanning, Beauty & Spas, Yoga"
"Marvin A Dash, DMD","6301 Forbes Ave, Ste 230",Pittsburgh,PA,15217,40.4380637,-79.9195269,3.0,6,1,"Dentists, Health & Medical, General Dentistry, Oral Surgeons"
Nak Won Garden,5504 Centre Ave,Pittsburgh,PA,15232,40.4565667,-79.936316,3.5,111,1,"Korean, Barbeque, Restaurants, American (New)"
The Warehouse Pub & Grub,1731 Murray Ave,Pittsburgh,PA,15217,40.437116,-79.9226226,3.0,3,1,"Bars, Nightlife, Pubs, Restaurants, American (Traditional), Food"
The Bagel Factory,420 S Craig St,Pittsburgh,PA,15213,40.4445302592,-79.9488186836,2.0,204,1,"Restaurants, Coffee & Tea, Food, Bagels"
Meyers Management,"5 Bayard Rd, Fl 1",Pittsburgh,PA,15213,40.452713,-79.9428609,2.5,9,1,"Home Services, Real Estate, Apartments"
Naya Cuisine,2018 Murray Ave,Pittsburgh,PA,15217,40.434190366,-79.9230114,4.0,102,1,"Diners, Restaurants, Middle Eastern"
Maduro Smoke Shop,5835 Forward Ave,Pittsburgh,PA,15217,40.4295686,-79.9223559,4.0,10,0,"Tobacco Shops, Shopping"
Chakh Le India,4341-4379 Bigelow Blvd,Pittsburgh,PA,15213,40.4452102456,-79.955705317,4.0,20,1,"Indian, Restaurants, Food, Food Trucks"
Chick-fil-A,"3990 5th Ave, University of Pittsburgh Tower, University Of Pittsburgh Tower",Pittsburgh,PA,15213,40.44418,-79.95341433,2.5,3,1,"Event Planning & Services, Fast Food, Caterers, Restaurants"
Gap,5436 Walnut St,Pittsburgh,PA,15232,40.450823,-79.934028,3.5,10,1,"Shopping, Fashion, Children's Clothing, Accessories, Men's Clothing, Women's Clothing"
Einstein Bros Bagels,4910 Baum Blvd,Pittsburgh,PA,15213,40.454553,-79.946117,4.0,30,1,"Coffee & Tea, Bagels, Sandwiches, Food, Restaurants"
Skibo Cafe,"5000 Forbes Ave, 2nd Fl",Pittsburgh,PA,15213,40.4434658,-79.9434567,2.5,11,0,"Pizza, Sandwiches, Cafes, Restaurants, American (Traditional)"
Trapuzzano Italian Chophouse,5533 Walnut St,Pittsburgh,PA,15232,40.4517190815,-79.9326984898,3.5,45,0,"Italian, Restaurants"
Kebab Factory,121 Oakland Ave,Pittsburgh,PA,15213,40.4417404014,-79.9570810447,3.5,34,0,"Mediterranean, Restaurants, Greek"
"Carnegie Library of Pittsburgh, Squirrel Hill",5801 Forbes Ave,Pittsburgh,PA,15217,40.4384414,-79.9227826,4.5,22,1,"Libraries, Public Services & Government"
Drift Hookah Lounge,"2236 Murray Ave, Fl 1",Pittsburgh,PA,15217,40.4317136,-79.9233525,5.0,17,1,"Bars, Nightlife, Hookah Bars"
Soba,5847 Ellsworth Ave,Pittsburgh,PA,15232,40.4571033,-79.9296345,4.0,310,1,"Chinese, Korean, Japanese, Restaurants, Asian Fusion"
Ginza Korean & Japanese Restaurant,239 Atwood St,Pittsburgh,PA,15213,40.440304,-79.956279,3.0,13,0,"Japanese, Restaurants, Korean"
iNoodle,1060 Morewood Ave,Pittsburgh,PA,15213,40.4454444,-79.9432431,2.0,4,1,"Noodles, Restaurants, Chinese"
The Shady Dog,Corner Of Baum And Libert,Pittsburgh,PA,15232,40.451096,-79.9332613,4.5,10,1,"Hot Dogs, Restaurants, Street Vendors, Food"
J. Reisner Notary,2232 Wightman St,Pittsburgh,PA,15217,40.430071,-79.92797,4.0,16,1,"Professional Services, Home Services, Real Estate Services, Local Services, Departments of Motor Vehicles, Real Estate, Public Services & Government, Legal Services, Notaries"
UPMC Eye Center - Eye & Ear Institute,203 Lothrop St,Pittsburgh,PA,15213,40.441782,-79.961203,2.5,3,1,"Ophthalmologists, Doctors, Health & Medical, Optometrists"
Logan's Pub,301 N Craig St,Pittsburgh,PA,15213,40.451923,-79.952266,3.0,6,1,"Bars, Nightlife, Dive Bars, Pubs"
Friendship Suites,301 Stratford Ave,Pittsburgh,PA,15232,40.460781,-79.933116,4.0,3,1,"Hotels, Guest Houses, Home Services, Real Estate, Hotels & Travel, Event Planning & Services"
Salud Juicery,3400 Fifth Ave,Pittsburgh,PA,15213,40.4390806577,-79.9618649483,5.0,3,1,"Juice Bars & Smoothies, Food"
Aspen Dental,4815 Centre Ave,Pittsburgh,PA,15213,40.4536277,-79.9470256,1.0,6,0,"Health & Medical, Dentists, Oral Surgeons, General Dentistry"
Vanderbeck Integrative Therapies,5850 Ellsworth Ave,Pittsburgh,PA,15232,40.4568156,-79.9293258,3.5,3,1,"Health Coach, Beauty & Spas, Health & Medical, Massage Therapy, Medical Spas, Massage, Reflexology"
Moonlight Truck Food,Margaret Morrison St,Pittsburgh,PA,15213,40.442195025,-79.9385726452,3.0,6,1,"Chinese, Food Trucks, Food, Food Stands, Restaurants"
Hampton Inn Pittsburgh University\/Medical Center,3315 Hamlet St,Pittsburgh,PA,15213,40.4363985,-79.9632833,3.5,48,1,"Hotels & Travel, Event Planning & Services, Hotels"
Tan Izakaya,815 S Aiken Ave,Pittsburgh,PA,15232,40.4504837,-79.9351521,3.5,89,0,"Ramen, Japanese, Restaurants, Sushi Bars"
Bright Light Academy,5618 Kentucky Ave,Pittsburgh,PA,15232,40.4502407,-79.9302456,3.5,3,1,"Child Care & Day Care, Education, Preschools, Local Services"
American Apparel,5509 Walnut St,Pittsburgh,PA,15232,40.4514502,-79.9333539,3.0,5,0,"Fashion, Men's Clothing, Shopping, Women's Clothing, Accessories"
BoRics Hair Care,4028 Beechwood Blvd,Pittsburgh,PA,15217,40.427106,-79.937684,4.0,4,0,"Barbers, Hair Salons, Hair Stylists, Beauty & Spas"
Royal York Apartments,3955 Bigelow Blvd,Pittsburgh,PA,15213,40.4529229,-79.9536756,4.5,5,1,"Apartments, Real Estate, Home Services"
Kawaii Gifts,738 Copeland St & 5413-B Walnut St,Pittsburgh,PA,15232,40.451,-79.9348937,4.5,26,1,"Gift Shops, Flowers & Gifts, Shopping, Toy Stores"
Optical Outlet,4048 Beechwood Blvd,Pittsburgh,PA,15217,40.4270688,-79.937582,4.0,3,1,"Optometrists, Health & Medical, Shopping, Eyewear & Opticians"
PNC Bank,4031 Fifth Ave,Pittsburgh,PA,15213,40.4437943926,-79.9560623249,3.5,3,1,"Financial Services, Real Estate, Investing, Mortgage Brokers, Home Services, Banks & Credit Unions"
Hidden Harbor,1708 Shady Ave,Pittsburgh,PA,15217,40.4376509,-79.9195142,4.5,145,1,"Restaurants, Cocktail Bars, Nightlife, Bars, Hawaiian"
FurEver Pet Salon,2633 Murray Ave,Pittsburgh,PA,15217,40.4289455,-79.9239986,5.0,7,0,"Pets, Pet Services, Pet Groomers"
Crazy Mocha Coffee,207 Oakland Ave,Pittsburgh,PA,15213,40.4414009,-79.9566425,4.0,13,1,"Food, Coffee & Tea"
YinzBurgh BBQ,4903 Baum Blvd,Pittsburgh,PA,15213,40.4552574159,-79.9461903067,4.0,170,1,"Vegan, Restaurants, Southern, Barbeque"
Mystery Key Escape Room,2701 Murray Ave,Pittsburgh,PA,15217,40.4287351,-79.9239666,3.0,5,1,"Active Life, Escape Games"
Pittsburgh Center For The Arts,6300 5th Ave,Pittsburgh,PA,15232,40.4525711,-79.9202103,3.0,3,1,"Art Galleries, Art Classes, Museums, Arts & Entertainment, Shopping, Education"
University of Pittsburgh,3512 5th Ave,Pittsburgh,PA,15213,40.443763819,-79.9626830238,4.0,16,1,"Education, Colleges & Universities"
Silk Pagoda Restaurant,4070 Beechwood Blvd,Pittsburgh,PA,15217,40.4274093,-79.9382045,3.0,14,0,"Chinese, Restaurants"
Sushi Too,5432 Walnut St,Pittsburgh,PA,15232,40.4507666,-79.9341321,3.0,132,1,"Sushi Bars, Japanese, Restaurants, Seafood"
Star Nail,4375 Murray Ave,Pittsburgh,PA,15217,40.419879,-79.9282516,4.0,24,1,"Beauty & Spas, Nail Salons"
The Homewood Cemetery,1599 S Dallas Ave,Pittsburgh,PA,15217,40.441137,-79.912431,5.0,6,1,"Funeral Services & Cemeteries, Local Services"
Lezzet,416 Semple St,Pittsburgh,PA,15213,40.436539,-79.95473,4.0,3,0,"Food, Restaurants, Mediterranean, Turkish"
Fossil Fuels Café,4400 Forbes Ave,Pittsburgh,PA,15213,40.4432988,-79.9500527,3.5,3,1,"American (Traditional), Cafes, Restaurants, Fast Food"
Open Bottle Bistro,5884 Ellsworth Ave,Pittsburgh,PA,15232,40.457682,-79.9279112,3.5,16,0,"American (New), Wine Bars, Restaurants, Bars, Nightlife"
Womens Choice Network,"4615 Fifth Ave, Ste 202",Pittsburgh,PA,15213,40.447175,-79.9481312,2.5,5,1,"Medical Centers, Fertility, Laboratory Testing, Diagnostic Services, Obstetricians & Gynecologists, Health & Medical, Doctors"
Rite Aid,209 Atwood St,Pittsburgh,PA,15213,40.440865,-79.957019,3.0,3,1,"Shopping, Drugstores, Food, Cosmetics & Beauty Supply, Convenience Stores, Beauty & Spas"
Smallman Street Deli,1912 Murray Ave,Pittsburgh,PA,15217,40.435624,-79.923101,3.5,124,1,"Restaurants, Event Planning & Services, Caterers, Delis, Sandwiches"
Schatz Dining Hall,5032 Forbes Ave,Pittsburgh,PA,15213,40.443081,-79.942568,3.5,10,1,"Restaurants, Buffets"
Kevin's Deli,101 N Dithridge St,Pittsburgh,PA,15213,40.4469698,-79.9507326,4.5,44,1,"Sandwiches, Salad, Food, Restaurants, Delis"
How Lee Chinese Food,5888 Forbes Ave,Pittsburgh,PA,15217,40.4377788,-79.9195544,4.0,236,1,"Restaurants, Chinese"
Central Catholic High School,4720 5th Ave,Pittsburgh,PA,15213,40.4468846,-79.9458098,5.0,4,1,"Middle Schools & High Schools, Education"
Schiller's Pharmacy & Cosmetique,811 S Aiken Ave,Pittsburgh,PA,15232,40.4505938,-79.9352289,4.5,9,1,"Beauty & Spas, Shopping, Drugstores, Cosmetics & Beauty Supply"
Sterling Land Company,4611 Bayard St,Pittsburgh,PA,15213,40.450336,-79.950038,3.0,22,1,"Commercial Real Estate, Real Estate, Home Services, Apartments"
Anna's Animals,342 S Graham St,Pittsburgh,PA,15232,40.4605668,-79.9368243,5.0,6,1,"Pets, Session Photography, Pet Services, Event Planning & Services, Dog Walkers, Photographers"
Iron City Self Storage,3700 Bigelow Blvd,Pittsburgh,PA,15213,40.4581679,-79.9561895,4.5,8,0,"Home Decor, Self Storage, Home & Garden, Automotive, Shopping, Truck Rental, Local Services"
Popeyes Louisiana Kitchen,3616 5th Ave,Pittsburgh,PA,15213,40.4415369,-79.958418,2.0,30,1,"American (Traditional), Chicken Wings, Restaurants, Fast Food"
Fuku Tea,3800 Forbes Ave,Pittsburgh,PA,15213,40.4415422065,-79.9568209572,4.5,140,1,"Desserts, Coffee & Tea, Food, Bubble Tea"
Dollar General,4725 Centre Ave,Pittsburgh,PA,15213,40.4528784487,-79.9487121319,3.0,6,1,"Shopping, Discount Store"
"Horan Edward J, DMD",1825 Murray Ave,Pittsburgh,PA,15217,40.436431,-79.9226928,3.5,5,1,"General Dentistry, Dentists, Health & Medical"
Leone's Floral Shop,5504 Centre Ave,Pittsburgh,PA,15232,40.4565667,-79.936316,2.5,3,0,"Florists, Shopping, Flowers & Gifts"
Four Seasons Dry Cleaners,1716 Murray Ave,Pittsburgh,PA,15217,40.4373791,-79.9231677,2.0,27,1,"Dry Cleaning & Laundry, Laundry Services, Local Services, Sewing & Alterations, Dry Cleaning"
Forward Lanes,5844 Forward Ave,Pittsburgh,PA,15217,40.4292017,-79.9223235,3.5,20,0,"Active Life, Bowling"
Verizon Wireless,3601 Forbes Ave,Pittsburgh,PA,15213,40.440879,-79.958402,1.5,9,1,"Mobile Phones, Mobile Phone Accessories, Electronics, Shopping"
Sciulli's Pizza,3404 5th Ave,Pittsburgh,PA,15213,40.4391344,-79.961805,4.5,12,1,"Pizza, Restaurants"
It's Dogg'n It,1936 Murray Ave,Pittsburgh,PA,15217,40.4350444026,-79.9229464067,2.5,19,1,"Nightlife, Beer, Wine & Spirits, Food, Beer Bar, Bars"
Pasha Cafe Lounge,808 Ivy St,Pittsburgh,PA,15232,40.4510208759,-79.9320307374,4.5,99,1,"Breakfast & Brunch, Restaurants, Mediterranean, Turkish"
University of Pittsburgh Medical Center,200 Lothrop St,Pittsburgh,PA,15213,40.4425606,-79.9609827,2.5,14,1,"Health & Medical, Medical Centers, Doctors, Hospitals"
Pittsburgh Toy Lending Library,5401 Centre Ave,Pittsburgh,PA,15232,40.4566385,-79.9380702,5.0,5,1,"Public Services & Government, Libraries"
